"","Kinetics_key","Study key","Genus","Sub-genus","Virus","Strain","Temperature range (°C)","Temperature","Relative humidity range (RH, in %)","Relative humidity","pH","Studied matrix - fully names","Standardised matrices","Medium","Inoculum","Quantification method","Replicate","Re-transcribed tables or digitalised figures","Table or Figure of the study","References","DOI","log10D_AEM","nb_points","Dvalues","Dvalues_stderr","Dvalues_CV","log10D","s1","s2","s3","S"
"389","K397","Paton2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","EPI_ISL_407073)","21.5 +/- 1",21.5,"45","45","NA","Bank note","Polymer note","Non-porous surface","two 10-ml droplets of virus culture (2x10^5 PFU/ml)","Vero E6 cells","Triplicate","Fig_Paton2021_1_BankNote.png","Figure 1 (Bank note)","Paton, S. et al. Persistence of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Virus and Viral RNA in Relation to Surface Type and Contamination Concentration. Applied and environmental microbiology87, e0052621, doi:10.1128/aem.00526-21 (2021)","10.1128/aem.00526-21","NA",6,23.6650545011949,3.83467756214424,0.162039667474699,1.3741075089959,3,3,1,10
"390","K398","Paton2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","EPI_ISL_407073)","21.5 +/- 1",21.5,"45","45","NA","Polyester sports shirt","Polyester","Porous surface","two 10-ml droplets of virus culture (2x10^5 PFU/ml)","Vero E6 cells","Triplicate","Fig_Paton2021_1_PolyesterSportShirt.png","Figure 1 (Polyester sport shirt)","Paton, S. et al. Persistence of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Virus and Viral RNA in Relation to Surface Type and Contamination Concentration. Applied and environmental microbiology87, e0052621, doi:10.1128/aem.00526-21 (2021)","10.1128/aem.00526-21","NA",4,18.6213702801354,16.6162676893364,0.892322500404923,1.27001163600113,2,3,1,7
"391","K399","Paton2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","EPI_ISL_407073)","21.5 +/- 1",21.5,"45","45","NA","Cotton t-shirt","Cotton","Porous surface","two 10-ml droplets of virus culture (2x10^5 PFU/ml)","Vero E6 cells","Triplicate","Fig_Paton2021_1_CottonTShirt.png","Figure 1 (Cotton t-shirt)","Paton, S. et al. Persistence of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Virus and Viral RNA in Relation to Surface Type and Contamination Concentration. Applied and environmental microbiology87, e0052621, doi:10.1128/aem.00526-21 (2021)","10.1128/aem.00526-21","NA",6,1.0601798083532,0.230711542266533,0.217615484136509,0.0253795286167885,3,3,1,10
"392","K400","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Acrylic Solid Surface","Acrylic","Porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",6,9.12959362255967,1.39400192023902,0.152690467710893,0.960451446602452,3,3,1,10
"393","K401","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Stainless Steel, brushed","Stainless steel","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",4,3.18006969209405,0.519194334189298,0.163265080472942,0.502436637770666,2,3,1,7
"394","K402","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","High Pressure Laminate","Laminate","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",3,1.99997828659731,0.280412773601017,0.140207908995903,0.3010252806329,1,3,1,4
"395","K403","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Quartz","Quartz","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",6,9.33803082623643,1.59809586775268,0.171138422809938,0.970255303268195,3,3,1,10
"396","K404","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Rubber Flooring","Rubber","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",3,1.99997828659731,0.341873458652334,0.170938585155335,0.3010252806329,1,3,1,4
"397","K405","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Vinyl, Sheet, Homogeneous","Vinyl","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",4,3.13662115062094,0.321960829491583,0.102645749687636,0.496462066631849,2,3,1,7
"398","K406","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Wood Laminate Floor, Commercial","Laminate","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",3,1.99997828659731,0.225689054369878,0.11284575231757,0.3010252806329,1,3,1,4
"399","K407","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Luxury Vinyl Tile #15","Vinyl","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",5,6.72335121620627,1.11392158714233,0.165679517746639,0.82758579863778,2,3,1,7
"400","K408","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Luxury Vinyl Tile #26","Vinyl","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",4,2.96130982134602,0.334512477496962,0.112960986076396,0.471483846991459,2,3,1,7
"401","K409","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Luxury Vinyl Tile #21","Vinyl","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",4,3.19665247530221,0.489040641145383,0.152985238440456,0.504695424428597,2,3,1,7
"402","K410","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Carpet, Commercial","Plastic","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",3,1.99997828659731,0.0372014935988285,0.0186009487443595,0.3010252806329,1,3,4,7
"403","K411","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Carpet, Residential","Plastic","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",4,3.05278432919359,0.260798189810509,0.085429614963793,0.484696123673169,2,3,4,10
"404","K412","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Upholstery, Nonwoven","Polyurethane","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",4,3.14936217781629,0.332856136287011,0.105690015150245,0.498222607534742,2,3,1,7
"405","K413","Ronca2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","USA-WA1/2020","25",25,"45-50","47.5","NA","Vinyl Wall Covering, Type II","Vinyl","Non-porous surface","4 log PFU or SARS-CoV-2 in 50µl inoculated in surface materials","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Ronga2021_2","Table 2","Ronca, S. E., Sturdivant, R. X., Barr, K. L. & Harris, D. SARS-CoV-2 Viability on 16 Common Indoor Surface Finish Materials. Health Environments Research and Design Journal, doi:10.1177/1937586721991535 (2021)","10.1177/1937586721991535","NA",8,203.460199115381,91.5887963678648,0.450155837682659,2.30847946518222,4,3,1,13
"406","K414","Smither2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","EPI_ISL_407073","19-22",20.5,"68-88","78","NA","Aerosolised in tissue culture media","Aerosol","Aerosol","approximately 1 × 106 TCID50/ml","Cellular infectivity (Vero C1008 cells)","Triplicate","Fig_Smither2020_1.png","Figure 1 (left)","Smither, S. J., Eastaugh, L. S., Findlay, J. S. & Lever, M. S. Experimental aerosol survival of SARS-CoV-2 in artificial saliva and tissue culturemedia at medium and high humidity,. Emerging Microbes & Infections, 9, 1415-1417, doi:https://doi.org/10.1080/22221751.2020.1777906 (2020)","10.1080/22221751.2020.1777906","NA",5,1.789616504081,0.556204938678972,0.310795601968699,0.252759976228413,2,3,1,7
"407","K415","Smither2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","EPI_ISL_407073","19-22",20.5,"40-60","50","NA","Aerosolised in tissue culture media","Aerosol","Aerosol","approximately 1 × 106 TCID50/ml","Cellular infectivity (Vero C1008 cells)","Triplicate","Fig_Smither2020_1.png","Figure 1 (left)","Smither, S. J., Eastaugh, L. S., Findlay, J. S. & Lever, M. S. Experimental aerosol survival of SARS-CoV-2 in artificial saliva and tissue culturemedia at medium and high humidity,. Emerging Microbes & Infections, 9, 1415-1417, doi:https://doi.org/10.1080/22221751.2020.1777906 (2020)","10.1080/22221751.2020.1777906","NA",5,3.61448039798976,1.05797780122393,0.292705364182453,0.558045873828329,2,3,1,7
"408","K416","Smither2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","EPI_ISL_407073","19-22",20.5,"68-88","78","NA","Aerosolised in artificial saliva","Aerosol","Aerosol","approximately 1 × 106 TCID50/ml","Cellular infectivity (Vero C1008 cells)","Triplicate","Fig_Smither2020_1.png","Figure 1 (left)","Smither, S. J., Eastaugh, L. S., Findlay, J. S. & Lever, M. S. Experimental aerosol survival of SARS-CoV-2 in artificial saliva and tissue culturemedia at medium and high humidity,. Emerging Microbes & Infections, 9, 1415-1417, doi:https://doi.org/10.1080/22221751.2020.1777906 (2020)","10.1080/22221751.2020.1777906","NA",5,10.8589771868469,9.00576708603461,0.829338429492507,1.03578892073832,2,3,1,7
"409","K417","Smither2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","EPI_ISL_407073","19-22",20.5,"40-60","50","NA","Aerosolised in artificial saliva","Aerosol","Aerosol","approximately 1 × 106 TCID50/ml","Cellular infectivity (Vero C1008 cells)","Triplicate","Fig_Smither2020_1.png","Figure 1 (left)","Smither, S. J., Eastaugh, L. S., Findlay, J. S. & Lever, M. S. Experimental aerosol survival of SARS-CoV-2 in artificial saliva and tissue culturemedia at medium and high humidity,. Emerging Microbes & Infections, 9, 1415-1417, doi:https://doi.org/10.1080/22221751.2020.1777906 (2020)","10.1080/22221751.2020.1777906","NA",5,4.42565866633328,3.31176197685236,0.748309399015672,0.645977915455596,2,3,1,7
"410","K418","DeRijcke2021","Alphacoronavirus","Tegacovirus","PRCV","91V44","20",20,"100","100","NA","Phosphate buffered saline (PBS) medium","Liquid culture medium","Liquid medium","5.8 - 6.3 log TCID50/ml","Cellular infectivity (ST cells)","Triplicate","Fig_DeRijcke2021_1.png","Figure 1 (black)","De Rijcke, M., Shaikh, H. M., Mees, J., Nauwynck, H. & Vandegehuchte, M. B. Environmental stability of porcine respiratory coronavirus in aquatic environments. PLoS One16, e0254540, doi:10.1371/journal.pone.0254540 (2021)","10.1371/journal.pone.0254540","NA",25,211.599995009911,10.1162198918004,0.0478082236784864,2.32551565312133,4,3,4,16
"411","K419","DeRijcke2021","Alphacoronavirus","Tegacovirus","PRCV","91V44","20",20,"100","100","NA","River water","Water","Liquid medium","5.8 - 6.3 log TCID50/ml","Cellular infectivity (ST cells)","Triplicate","Fig_DeRijcke2021_1.png","Figure 1 (green)","De Rijcke, M., Shaikh, H. M., Mees, J., Nauwynck, H. & Vandegehuchte, M. B. Environmental stability of porcine respiratory coronavirus in aquatic environments. PLoS One16, e0254540, doi:10.1371/journal.pone.0254540 (2021)","10.1371/journal.pone.0254540","NA",25,183.808230118851,6.01630915771334,0.0327314459957705,2.26436495326979,4,3,4,16
"412","K420","DeRijcke2021","Alphacoronavirus","Tegacovirus","PRCV","91V44","20",20,"100","100","NA","Seawater","Seawater","Liquid medium","5.8 - 6.3 log TCID50/ml","Cellular infectivity (ST cells)","Triplicate","Fig_DeRijcke2021_1.png","Figure 1 (blue)","De Rijcke, M., Shaikh, H. M., Mees, J., Nauwynck, H. & Vandegehuchte, M. B. Environmental stability of porcine respiratory coronavirus in aquatic environments. PLoS One16, e0254540, doi:10.1371/journal.pone.0254540 (2021)","10.1371/journal.pone.0254540","NA",7,25.3076925988974,2.61044773133668,0.103148389413044,1.40325255064038,3,3,1,10
"413","K421","Magurano2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCov/Italy/CDG1/2020jEPI ISL 412973j2020-02-20","20-25",22.5,"35-45","40","NA","Polypropylene","Plastic","Non-porous surface","6.8 log TCID50/ml","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Magurano2021_Supplementary","Table (Supplementary data)","Magurano, F. et al. SARS-CoV-2 infection: the environmental endurance of the virus can be influenced by the increase of temperature. Clin. Microbiol. Infect.27, 289.e285-289.e287, doi:10.1016/j.cmi.2020.10.034 (2021)","10.1016/j.cmi.2020.10.034","NA",10,24.1489526087957,0.87524331829055,0.036243531240016,1.38289829922481,4,3,4,16
"414","K422","Magurano2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCov/Italy/CDG1/2020jEPI ISL 412973j2020-02-20","28",28,"35-45","40","NA","Polypropylene","Plastic","Non-porous surface","6.8 log TCID50/ml","Cellular infectivity (Vero E6 cells)","Triplicate","Table_Magurano2021_Supplementary","Table (Supplementary data)","Magurano, F. et al. SARS-CoV-2 infection: the environmental endurance of the virus can be influenced by the increase of temperature. Clin. Microbiol. Infect.27, 289.e285-289.e287, doi:10.1016/j.cmi.2020.10.034 (2021)","10.1016/j.cmi.2020.10.034","NA",10,22.4758365928384,3.47104157064666,0.154434365827017,1.35171586596217,4,3,1,13
"415","K423","Casanova2010b","Alphacoronavirus","Tegacovirus","TGEV","NA","20",20,"47-53","50","NA","N95 Mask","Mask","Porous surface","NA","Cellular infectivity","Triplicate","Fig_Casanova2010b.png","Figure","Casanova, L., Rutala, W. A., Weber, D. J. & Sobsey, M. D. Coronavirus survival on healthcare personal protective equipment. Infect. Control Hosp. Epidemiol.31, 560-561, doi:10.1086/652452 (2010)","10.1086/652452","NA",8,12.1512425157718,4.10117443553187,0.337510705609629,1.08462068864654,4,3,1,13
"416","K424","Casanova2010b","Alphacoronavirus","Tegacovirus","TGEV","NA","20",20,"47-53","50","NA","Latex gloves","Latex","Non-porous surface","NA","Cellular infectivity","Triplicate","Fig_Casanova2010b.png","Figure","Casanova, L., Rutala, W. A., Weber, D. J. & Sobsey, M. D. Coronavirus survival on healthcare personal protective equipment. Infect. Control Hosp. Epidemiol.31, 560-561, doi:10.1086/652452 (2010)","10.1086/652452","NA",8,7.58259012828734,1.60911463934487,0.212211739276526,0.87981758113044,4,3,1,13
"417","K425","Casanova2010b","Alphacoronavirus","Tegacovirus","TGEV","NA","20",20,"47-53","50","NA","Scrub fabric","Cotton","Porous surface","NA","Cellular infectivity","Triplicate","Fig_Casanova2010b.png","Figure","Casanova, L., Rutala, W. A., Weber, D. J. & Sobsey, M. D. Coronavirus survival on healthcare personal protective equipment. Infect. Control Hosp. Epidemiol.31, 560-561, doi:10.1086/652452 (2010)","10.1086/652452","NA",8,7.71096445465452,1.73397855192867,0.224871812355716,0.887108701155881,4,3,1,13
"418","K426","Casanova2010b","Alphacoronavirus","Tegacovirus","TGEV","NA","20",20,"47-53","50","NA","Nitrile glove","Rubber","Non-porous surface","NA","Cellular infectivity","Triplicate","Fig_Casanova2010b.png","Figure","Casanova, L., Rutala, W. A., Weber, D. J. & Sobsey, M. D. Coronavirus survival on healthcare personal protective equipment. Infect. Control Hosp. Epidemiol.31, 560-561, doi:10.1086/652452 (2010)","10.1086/652452","NA",8,7.50411993839447,1.55321549824792,0.206981699519616,0.875299766757818,4,3,1,13
"419","K427","Lee2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCoV/Korea/KCDC03/2020","23",23,"100","100","7.38","Fresh water","Water","Liquid medium","4 log PFU/ml","Cellular infectivity (Vero cells)","Triplicate","Table_Lee2020","Figure 1A","Lee, Y. J., Kim, J. H., Choi, B. S., Choi, J. H. & Jeong, Y. I. Characterization of Severe Acute Respiratory Syndrome Coronavirus 2 Stability in Multiple Water Matrices. Journal of Korean medical science35, e330, doi:10.3346/jkms.2020.35.e330 (2020)","10.3346/jkms.2020.35.e330","NA",3,20.8602235044525,11.5646639005045,0.554388302600694,1.31931895731345,1,3,1,4
"420","K428","Lee2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCoV/Korea/KCDC03/2020","23",23,"100","100","7.27","Tapwater","Water","Liquid medium","4 log PFU/ml","Cellular infectivity (Vero cells)","Triplicate","Table_Lee2020","Figure 1A","Lee, Y. J., Kim, J. H., Choi, B. S., Choi, J. H. & Jeong, Y. I. Characterization of Severe Acute Respiratory Syndrome Coronavirus 2 Stability in Multiple Water Matrices. Journal of Korean medical science35, e330, doi:10.3346/jkms.2020.35.e330 (2020)","10.3346/jkms.2020.35.e330","NA",4,73.5908554595021,30.4057702651536,0.413173213917676,1.86682385142696,2,3,1,7
"421","K429","Lee2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCoV/Korea/KCDC03/2020","23",23,"100","100","7.38","Fresh water","Water","Liquid medium","5 log PFU/ml","Cellular infectivity (Vero cells)","Triplicate","Table_Lee2020","Figure 1B","Lee, Y. J., Kim, J. H., Choi, B. S., Choi, J. H. & Jeong, Y. I. Characterization of Severe Acute Respiratory Syndrome Coronavirus 2 Stability in Multiple Water Matrices. Journal of Korean medical science35, e330, doi:10.3346/jkms.2020.35.e330 (2020)","10.3346/jkms.2020.35.e330","NA",3,16.8782646684818,2.90237904050524,0.171959564416897,1.22732779278465,1,3,1,4
"422","K430","Lee2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCoV/Korea/KCDC03/2020","23",23,"100","100","7.27","Tapwater","Water","Liquid medium","5 log PFU/ml","Cellular infectivity (Vero cells)","Triplicate","Table_Lee2020","Figure 1B","Lee, Y. J., Kim, J. H., Choi, B. S., Choi, J. H. & Jeong, Y. I. Characterization of Severe Acute Respiratory Syndrome Coronavirus 2 Stability in Multiple Water Matrices. Journal of Korean medical science35, e330, doi:10.3346/jkms.2020.35.e330 (2020)","10.3346/jkms.2020.35.e330","NA",7,47.1831138955436,5.05111309657339,0.107053407025145,1.6737865991826,3,3,1,10
"423","K431","Norouzbeigi2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","5",5,"100","100","3.48","Doogh","Food (Dairy drinks)","Porous surface","1ml of virus (~ 7 log TCID50/ml)","Cellular infectivity (Vero cells)","Triplicate","Fig_Norouzbeigi2021_1","Figure 1 (Red)","Norouzbeigi, S. et al. Stability of severe acute respiratory syndrome coronavirus 2 in dairy products. J. Food Saf., doi:10.1111/jfs.12917 (2021)","10.1002/fsn3.2481","NA",5,134.694462445459,26.4751268208486,0.196556906202206,2.1293497413888,2,3,1,7
"424","K432","Huang2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","S-D614 Variant","4",4,"100","100","NA","Dulbecco’s modified Eagle’s medium (DMEM)","Liquid culture medium","Liquid medium","4 log PFU/ml","Cellular infectivity (Vero E6 cells)","Triplicate","Fig_Huang2021_1E.png","Figure 1E","Huang, S. Y. et al. Stability of SARS-CoV-2 Spike G614 Variant Surpasses That of the D614 Variant after Cold Storage. mSphere6, doi:10.1128/mSphere.00104-21 (2021)","10.1128/mSphere.00104-21","NA",6,185.804912473617,25.6475002081535,0.138034564677053,2.26905719206871,3,3,1,10
"425","K433","Huang2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","S-D614 variant","4",4,"100","100","NA","Dulbecco’s modified Eagle’s medium (DMEM)","Liquid culture medium","Liquid medium","3 log PFU/ml","Cellular infectivity (Vero E6 cells)","Triplicate","Fig_Huang2021_1E.png","Figure 1E","Huang, S. Y. et al. Stability of SARS-CoV-2 Spike G614 Variant Surpasses That of the D614 Variant after Cold Storage. mSphere6, doi:10.1128/mSphere.00104-21 (2021)","10.1128/mSphere.00104-21","NA",6,267.234067589986,40.0025427924318,0.149691029864528,2.42689182215392,3,3,1,10
"426","K434","Huang2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","S-D614 variant","4",4,"100","100","NA","Dulbecco’s modified Eagle’s medium (DMEM)","Liquid culture medium","Liquid medium","2 log PFU/ml","Cellular infectivity (Vero E6 cells)","Triplicate","Fig_Huang2021_1E.png","Figure 1E","Huang, S. Y. et al. Stability of SARS-CoV-2 Spike G614 Variant Surpasses That of the D614 Variant after Cold Storage. mSphere6, doi:10.1128/mSphere.00104-21 (2021)","10.1128/mSphere.00104-21","NA",6,397.817679248694,142.17936477326,0.357398306283862,2.59968407951628,3,3,1,10
"427","K435","Huang2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","S-G614 variant","4",4,"100","100","NA","Dulbecco’s modified Eagle’s medium (DMEM)","Liquid culture medium","Liquid medium","4 log PFU/ml","Cellular infectivity (Vero E6 cells)","Triplicate","Fig_Huang2021_1F.png","Figure 1F","Huang, S. Y. et al. Stability of SARS-CoV-2 Spike G614 Variant Surpasses That of the D614 Variant after Cold Storage. mSphere6, doi:10.1128/mSphere.00104-21 (2021)","10.1128/mSphere.00104-21","NA",6,546.367870203074,160.603403443289,0.293947379049935,2.73748515223316,3,3,1,10
"428","K436","Huang2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","S-G614 variant","4",4,"100","100","NA","Dulbecco’s modified Eagle’s medium (DMEM)","Liquid culture medium","Liquid medium","3 log PFU/ml","Cellular infectivity (Vero E6 cells)","Triplicate","Fig_Huang2021_1F.png","Figure 1F","Huang, S. Y. et al. Stability of SARS-CoV-2 Spike G614 Variant Surpasses That of the D614 Variant after Cold Storage. mSphere6, doi:10.1128/mSphere.00104-21 (2021)","10.1128/mSphere.00104-21","NA",6,528.618054533166,171.756089582579,0.32491529207087,2.72314199203486,3,3,1,10
"429","K437","Huang2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","S-G614 variant","4",4,"100","100","NA","Dulbecco’s modified Eagle’s medium (DMEM)","Liquid culture medium","Liquid medium","2 log PFU/ml","Cellular infectivity (Vero E6 cells)","Triplicate","Fig_Huang2021_1F.png","Figure 1F","Huang, S. Y. et al. Stability of SARS-CoV-2 Spike G614 Variant Surpasses That of the D614 Variant after Cold Storage. mSphere6, doi:10.1128/mSphere.00104-21 (2021)","10.1128/mSphere.00104-21","NA",6,371.125845497205,92.0625030225295,0.24806276399099,2.56952120001293,3,3,1,10
"430","K438","Fukuta2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","TY-WK-521/2020 strain)","4",4,"100","100","NA","Mineral water","Water","Liquid medium","5 log PFU/ml","Cellular infectivity (Vero 9013 cells)","Duplicate","Table_Fukuta2021_1","Table 1 (Group 1)","Fukuta, M., Mao, Z. Q., Morita, K. & Moi, M. L. Stability and Infectivity of SARS-CoV-2 and Viral RNA in Water, Commercial Beverages, and Bodily Fluids. Frontiers in Microbiology12, doi:10.3389/fmicb.2021.667956 (2021)","10.3389/fmicb.2021.667956","NA",7,1446.77178493909,434.404602267517,0.300257861529837,3.16040003052589,3,3,1,10
"431","K439","Fukuta2021","Betacoronavirus","Sarbecovirus","SARS-CoV-2","TY-WK-521/2020 strain)","4",4,"100","100","NA","Tapwater","Water","Liquid medium","5 log PFU/ml","Cellular infectivity (Vero 9013 cells)","Duplicate","Table_Fukuta2021_1","Table 1 (Group 1)","Fukuta, M., Mao, Z. Q., Morita, K. & Moi, M. L. Stability and Infectivity of SARS-CoV-2 and Viral RNA in Water, Commercial Beverages, and Bodily Fluids. Frontiers in Microbiology12, doi:10.3389/fmicb.2021.667956 (2021)","10.3389/fmicb.2021.667956","NA",8,1015.04074393353,124.950245635936,0.123098748875561,3.00648347526437,4,3,1,13
